OTUID,Domain,Phylum,Class,Order,Family,Genus,Species
ec56cafa6e4823a4444aff2222726e8d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,
b63bba0409e0119e9de90f2742e4b65a,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,s__uncultured_bacterium
7dde05b6048f5ca04f6ae6dd9e8a2b18,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,
dc2148b55f886f8a5ab089105957ff27,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,
6feefdfdcd56cae8711ab28c1a04c070,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,,
f2c59b120e0145c67660ba47b524d637,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,
72c96e1634b4ed8fe780dd5b218eb6e7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,,
e7cc0006226ae173c7ca8344d223cb62,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,
bdadce88c0bfae5a98fc496a60ac5efd,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
86eb6e8aa4ad4c41cc25b2bdca70bf18,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,
108799aca097a677560e628ef9a3a308,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Muribaculaceae,s__uncultured_bacterium
71311e1c1309fe07b31a2f92cb7fb234,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,
ee14a6699ab87345c0b004237eb1f195,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,
f4e77ede9bdd210d4c62d97606294a12,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Empedobacter,
8f7ab8a32c01c6f0a095573ee46ff385,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__unidentified
66b0ff2108713c44d472fa3f6463346f,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,,
e1ae84367c42b6c9aa277202759ba76a,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Empedobacter,
2f819f8031c7ee6fa8b5eeb3a5732b22,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,
afa73f12ad13c75b0583d4cb695bad32,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Mitochondria,g__Mitochondria,
0d0dd24fda99a8ddb8646d74c8d862ec,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,
72400306db9e504e74b7b6695c6f751d,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Conexibacter,
efade5773ef14cd1e351c1d1cd59e25c,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,
7f7f73baf13a42fb0658060d63749164,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Altererythrobacter,
719db2044c30a12d8c4b6e38cdb1fbe8,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Leuconostoc,s__Leuconostoc_mesenteroides
0de4db1d6b1fe614b61536bbed75119e,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Leuconostoc,
562c727a21ec39b59f96443eb3b77692,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,
6959190672b347e2678e4eac1f25e13d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Riemerella,s__Riemerella_columbina
12931b373d4fbfda1dac1cf2b1d02017,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Riemerella,s__Riemerella_columbina
3af08e5cb724a63ef4ecd5fc8ac7afec,d__Bacteria,p__Sumerlaeota,c__Sumerlaeia,o__Sumerlaeales,f__Sumerlaeaceae,g__Sumerlaea,s__uncultured_Acidobacteria
b869d11364516f53d0f75dbe74cb6e3c,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__uncultured,s__uncultured_bacterium
005833ccd536906c9dd90b9c0e61d855,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,
efee6e49b83bf76e194d86aba18c50a3,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__Chloroplast,g__Chloroplast,
a499cb6413ed80026ce3c84b579cafd6,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__Chloroplast,g__Chloroplast,
1354be559d52ae19f70df51840c88c03,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,
c26f62e46d6d24dc2b957397fb0faad9,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter_baylyi
8b9d7ea080f93bbce47691a2da97fef1,d__Bacteria,p__Actinobacteriota,c__MB-A2-108,o__MB-A2-108,f__MB-A2-108,g__MB-A2-108,
26dcf495bdcff8796ab57b67b5a39c42,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,
58838bb16e0acc4642a62b034a943a7e,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Pleomorphomonadaceae,g__Pleomorphomonas,s__uncultured_bacterium
26613714e6e9c71424f293046c375ff4,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
571f871e5dfb59c077da6646f7e07e00,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Mitochondria,g__Mitochondria,s__Arachis_hypogaea
9e8ad846d1ecfc87b506b464c2aec77e,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Mitochondria,g__Mitochondria,s__Arachis_hypogaea
6d7588b70d9e21dddb7f4e4a77d452c8,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,
c32fcc58f910016c0727a8b0751c93e5,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,
509509b4ce292c631e2abaf623cc0641,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,
24ab842f64288df5dffaf1139466704f,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Muribaculaceae,
183d4ef92c40712efed452baaff70722,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_sensu_stricto_1,
439cc53bb81a38997e441109481b453a,d__Bacteria,p__Verrucomicrobiota,c__Omnitrophia,o__Omnitrophales,f__Omnitrophaceae,g__Candidatus_Omnitrophus,s__metagenome
e12a1b85dc3813bdab8f7452d96b2d26,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Planctomycetales,f__uncultured,g__uncultured,s__uncultured_Planctomycetales
ef31eccd992033cbbfd5e0813492e569,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,
391d14838555ca5366db226ca907be3e,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__Chloroplast,g__Chloroplast,
962dcabfc297a38ef80c51922d4e192a,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__uncultured_organism
23f1af8d150db7e026c8d8a0eee38c2c,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
1e66f17c3bcc603fda2e35c99209b10e,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Sutterellaceae,g__Sutterella,
d4950d604c97cd230c7877b962290d02,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Colidextribacter,
7a9d6594cf6853e946de22afbd7283a3,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__unidentified
53dcb08e271877c264c116e608f0c4e3,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Weissella,
aea3ca9e570dfa0d660914f84f21726c,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__uncultured_organism
6dcbeea24691e4080abf63038af86a18,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Colidextribacter,
31515fb3ba0a769fc88bbb8816b920dd,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__uncultured_organism
e0702db521afb703c94731f1dd0413a7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,
ad7bce61505ea7b918862758459c65e5,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__Pedosphaeraceae,s__uncultured_bacterium
e627f67b3ffb52a678e937b03b2f0594,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,
bbe0191106c989af89b1ce20eec16f83,d__Bacteria,p__Desulfobacterota,c__Desulfuromonadia,o__Geobacterales,f__Geobacteraceae,g__uncultured,
f5b332a602d74038738bb03dfed19e78,d__Bacteria,p__Desulfobacterota,c__Desulfuromonadia,o__Geobacterales,f__Geobacteraceae,,
ecf6eac24683eed702647ff1c1c3177f,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas,
f7bbe3f7e059dc9465425430c1670406,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,,
1dd266b2e4629155b3b6e534be000e03,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__Chloroplast,g__Chloroplast,
a0593ed2b878e6581dc713d3a30d33bf,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,
379548fa78721bde864322b5b3b3cb56,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,
10df00b14758fd11aba6854e90129b4e,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,
904d9de55f9ad0b7f273ac1864504b7e,d__Bacteria,p__Firmicutes,c__Bacilli,,,,
1a55d4e34ab8c6f420c1bd31f1a6d767,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,
db5baca3c65be2765663973b62beca20,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Bradyrhizobium,
26716d543c9a57689f6ec9c1174972cd,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__unidentified
fd0bcea28df31d929fd9c3e39b76752e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__unidentified
d73728e3f52b551a7a1996e60ffbdd90,d__Bacteria,p__Thermotogota,c__Thermotogae,o__Petrotogales,f__Petrotogaceae,g__Geotoga,
afcededaa81a6aff5d65aa497d00b151,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Arachidicoccus,s__uncultured_bacterium
cc19b7f670f594f277a2caa7e4075d70,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Mesorhizobium,
a46a5ad105d834af9069e68da7402705,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia-Shigella,
8a7cb02aaadfd50fe050e7088a657a9e,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Turicibacter,
30b031524309cd817195793a2b35866a,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,,,
124648b4532c461ad52d1cbe4f3bd3dc,d__Bacteria,p__Verrucomicrobiota,c__Omnitrophia,o__Omnitrophales,f__Omnitrophaceae,g__Candidatus_Omnitrophus,s__metagenome
c0918332416ab4da957dc7ccfff6b50c,d__Bacteria,p__Verrucomicrobiota,c__Omnitrophia,o__Omnitrophales,f__Omnitrophaceae,g__Candidatus_Omnitrophus,s__metagenome
36635c29cb0fe8c4147d2990a88a4171,d__Bacteria,p__Verrucomicrobiota,c__Omnitrophia,o__Omnitrophales,f__Omnitrophaceae,g__Candidatus_Omnitrophus,s__metagenome
ddc83a9b833fba5d32c5cee453d3ea3c,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,s__uncultured_bacterium
12ca2f409c263334bff1b5a0543f9bdb,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,
a85318d223d71fc7fc720b0593998129,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,
adfd2ee325c65a7e4277d6ffea5f9616,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,
6584996d660d2aa255da296a748162ad,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,
688f04d5816493d70b38ade31c6bdcf7,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Pseudoflavitalea,s__Niastella_sp.
cc6473a50e3ebedb9ebc48aa9f2c23ab,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Conexibacter,
547a2b38ad7fb16a93651ac2f13f85c5,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_veroralis
019256e24849c3c52f091fb859eac42d,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,
59602d7c3b65f72a90240cbcaa2a9caf,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,
028ebc3fc7b3beb66bd3facfae32cbc4,Unassigned,,,,,,
d57897c3ccfca79206886f04a1457a63,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,,
a64ff45ca8e01dbc881c14b9541058fd,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__unidentified
6947b289ce08a34dc83cfa7e0e9adf77,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,
79d6b665f67fb1e7baf24f29426b0683,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Weissella,
35638f994d7342cc0092bd12a75913d4,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Colidextribacter,s__Clostridiales_bacterium
6b7a3cdafced73b5b08fc6c5c81c2407,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__Pedosphaeraceae,s__uncultured_bacterium
47d0510a98bc6ba1a79a35e836387e9d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,,
b5bc2d0e3d19434bd322e7b4c16fb569,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Ornithobacterium,s__Ornithobacterium_rhinotracheale
72b8661a7e41e09ce2c62a0115f5e832,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,
cdfb1dcbd9ee4db1f3e653af93b5ff59,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__Pedosphaeraceae,s__uncultured_bacterium
d4fe3ae1581a66838040ff95bae39503,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__unidentified
9d82f91b147cdddd0726ca594ac2584e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__unidentified
6ccead51c32fe0df84fbc05f43d8b8c6,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Candidatus_Udaeobacter,
8ca5a0fd09bb2e240fad7809202ef7c9,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__uncultured,s__uncultured_bacterium
72c8d43eec7f1594d5a0b05ec1e16dee,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas,
8fe53ebef0dbc14d0f8f5f1e39cf51b0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,
e9168723609ce46f6f50bdd12005fe58,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
062ae8013ab1cc1d448c0ca12cf23177,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,,
f2457ae38cd534aa3dde7874477b3044,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Mitochondria,g__Mitochondria,s__Arachis_hypogaea
3f39b8d89f2a09025378605e8ca4242a,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,,
21c1ee777855dc3a7a1898008faf263a,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia-Shigella,
12fea83a1cf523da8dca1336687c6724,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,g__Pantoea,
fe3e494b3c963039fcf537e6cdb3e438,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
125f25655bbebb70e698315e6b76c98a,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,
d0937681acd7145d02bbfd10650bb12b,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,
d9c1b1168f65722022ab3a5c82497587,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,,,
a7a2809c5a7b8c7c952ec031c398546d,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,,
669f19346df0c505a0bef983462fa163,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Weissella,
39f2239d3927cde83eb41b96da54f098,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Weissella,
a49e970e99c1b73322a7fbc1995f67ed,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Leuconostoc,
9a124e08791afa35302777404ab2f1dc,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Ralstonia,
bb4ba51a8a61f13fde5641877539a2c1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia-Shigella,
d17adb2d7249d44f94c44113464b96fb,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Ileibacterium,s__Ileibacterium_valens
c908042a2a93f480b40202d26aafd046,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Dubosiella,s__uncultured_bacterium
4f4cfde0c4b89a9b055b01f7edb5a678,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Muribaculaceae,s__uncultured_bacterium
8335a077f2d9490d77ef4ad41836a973,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Planctomycetales,f__uncultured,g__uncultured,s__uncultured_Planctomycetales
6842517586b19313928ce874c467925c,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Arthrobacter,
12aa045ab0520dd222a9630347a1bb1c,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Ralstonia,
7c8b13287881d9c4f238c1059c70637a,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Empedobacter,
857309b5ec0523480618e5275cf392fd,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Marinococcaceae,g__Alteribacillus,
9b07ade6e60125e9afe36f86759c92a2,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__unidentified
0f8e6cc4874405f7600c1ce4d6fc3677,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,,
f08749c48a32229379f8b6a414ca9992,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Mitochondria,g__Mitochondria,s__Arachis_hypogaea
081af77740178a8009c744bb021878b5,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Colidextribacter,
d1090bf8e90ac990b75c85afec115952,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,
607b801d7cb28cc78bfa5a1c93349d78,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Conexibacter,
a1937776ff12e3d470bb0ce25190b9b1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,
5e972314aba020546d93c5abc79e0e4b,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,
236c7b87b87726ba19952bc0633b3003,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,
460ce2ac0bdf497ee62c1b782317251f,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter_venetianus
4f175b8a74edfe5d357569ceb470e6a6,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter_venetianus
6f28a590e2541f9b25a172fcce39c71c,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,
0720905db0fff7ac8c8e384dd8d982a6,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas,
72e7304fbd1fe228cf5c893fc00623ce,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,,
eed574d984d97f92f37c537a17058028,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,
da376fd116e2393361c69b1ac0d79666,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,s__uncultured_bacterium
43beae95dc58ae20aad64c1c563dae95,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Candidatus_Udaeobacter,
b3731c3b67ac7466b4d8b9996ea1ab51,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,,
f99230af92f6526c82d17cd4929b4109,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
18b25c01a044a4fa92c20e12408d74b4,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,
36fd2572d9d62986cf986737277437a2,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
b6558b0e36a2d6cb8b31e850a50edb26,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,
ba8de4e6211bf093c8efc638aedf9346,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Mitochondria,g__Mitochondria,s__Arachis_hypogaea
7334db148445f47be132646eaacc6a32,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__uncultured,g__uncultured,s__uncultured_Acidobacteria
6c921561a02b5bb8afc902937c57dcbc,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Ralstonia,
3f5bad1a6cc83533a0a6b51809f1110c,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,,
3ffa3a53ac0146398472aaee5b4c43ee,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,
109b393ae64f6ba1fb38481db37dbdba,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__Stenotrophomonas_acidaminiphila
